"","newid","std_lname","std_f2initial","chamber","gender","state_abb","district","party_abb","SW_politician_name","congress.gov_politician_name","icpsr_politician_id","govtrack_id","fec_candidate_id","congress.gov_terms","first_yr_in_congress","last_year_in_congress","congress_num","congress_begin_yr","congress_end_yr","icpsr_com_name","icpsr_com_id","lobbyview_com_id","maj_min","rank_within_party","senior_party_member","com_seniority","com_period_of_service","notes"
"334",28,"armey","ri","H","M","TX",26,"R","Armey, Richard K.","Representative Armey, Richard K.",15125,NA,NA,"House: 1985-2003",1985,2003,104,1995,1996,"Majority leader",661,NA,1,2,41,1,2,NA
"335",28,"armey","ri","H","M","TX",26,"R","Armey, Richard K.","Representative Armey, Richard K.",15125,NA,NA,"House: 1985-2003",1985,2003,105,1997,1998,"Majority leader",661,NA,1,2,41,2,2,NA
"336",28,"armey","ri","H","M","TX",26,"R","Armey, Richard K.","Representative Armey, Richard K.",15125,NA,NA,"House: 1985-2003",1985,2003,106,1999,2000,"Majority leader",661,NA,1,1,41,3,2,NA
"337",28,"armey","ri","H","M","TX",26,"R","Armey, Richard K.","Representative Armey, Richard K.",15125,NA,NA,"House: 1985-2003",1985,2003,107,2001,2002,"Select committee on homeland security",251,43,1,1,11,1,2,NA
"338",28,"armey","ri","H","M","TX",26,"R","Armey, Richard K.","Representative Armey, Richard K.",15125,NA,NA,"House: 1985-2003",1985,2003,107,2001,2002,"Majority leader",661,NA,1,1,41,4,2,NA
"339",29,"arrington","jo","H","M","TX",19,"R","Arrington, Jodey","Representative Arrington, Jodey C.",21700,412726,"H6TX19099","House: 2017-Present",2017,2018,115,2017,2018,"Agriculture",102,23,1,26,0,1,2,NA
"340",29,"arrington","jo","H","M","TX",19,"R","Arrington, Jodey","Representative Arrington, Jodey C.",21700,412726,"H6TX19099","House: 2017-Present",2017,2018,115,2017,2018,"Budget",115,30,1,21,0,1,2,NA
"341",29,"arrington","jo","H","M","TX",19,"R","Arrington, Jodey","Representative Arrington, Jodey C.",21700,412726,"H6TX19099","House: 2017-Present",2017,2018,115,2017,2018,"Veterans affairs",192,27,1,9,0,1,2,NA
"342",30,"ashcroft","jo","S","M","MO",NA,"R","Ashcroft, John","Senator Ashcroft, John",49501,400556,"S4MO00037","Senate: 1995-2001",1995,2001,104,1995,1996,"Commerce, science, and transportation",321,21,1,10,0,1,2,NA
"343",30,"ashcroft","jo","S","M","MO",NA,"R","Ashcroft, John","Senator Ashcroft, John",49501,400556,"S4MO00037","Senate: 1995-2001",1995,2001,104,1995,1996,"Foreign relations",338,22,1,10,0,1,2,NA
"344",30,"ashcroft","jo","S","M","MO",NA,"R","Ashcroft, John","Senator Ashcroft, John",49501,400556,"S4MO00037","Senate: 1995-2001",1995,2001,104,1995,1996,"Labor and human resources",362,5,1,7,0,1,2,NA
"345",30,"ashcroft","jo","S","M","MO",NA,"R","Ashcroft, John","Senator Ashcroft, John",49501,400556,"S4MO00037","Senate: 1995-2001",1995,2001,105,1997,1998,"Commerce, science, and transportation",321,21,1,8,0,3,2,NA
"346",30,"ashcroft","jo","S","M","MO",NA,"R","Ashcroft, John","Senator Ashcroft, John",49501,400556,"S4MO00037","Senate: 1995-2001",1995,2001,105,1997,1998,"Foreign relations",338,22,1,7,0,3,2,NA
"347",30,"ashcroft","jo","S","M","MO",NA,"R","Ashcroft, John","Senator Ashcroft, John",49501,400556,"S4MO00037","Senate: 1995-2001",1995,2001,105,1997,1998,"Judiciary",358,7,1,8,0,1,2,NA
"348",30,"ashcroft","jo","S","M","MO",NA,"R","Ashcroft, John","Senator Ashcroft, John",49501,400556,"S4MO00037","Senate: 1995-2001",1995,2001,106,1999,2000,"Commerce, science, and transportation",321,21,1,8,0,5,2,NA
"349",30,"ashcroft","jo","S","M","MO",NA,"R","Ashcroft, John","Senator Ashcroft, John",49501,400556,"S4MO00037","Senate: 1995-2001",1995,2001,106,1999,2000,"Foreign relations",338,22,1,9,0,5,2,NA
"350",30,"ashcroft","jo","S","M","MO",NA,"R","Ashcroft, John","Senator Ashcroft, John",49501,400556,"S4MO00037","Senate: 1995-2001",1995,2001,106,1999,2000,"Judiciary",358,7,1,7,0,3,2,NA
"351",31,"ashford","br","H","M","NE",2,"D","Ashford, Brad","Representative Ashford, Brad",21533,412642,"H4NE02054","House: 2015-2017",2015,2017,114,2015,2016,"Agriculture",102,23,2,19,0,1,2,"Late appointment"
"352",31,"ashford","br","H","M","NE",2,"D","Ashford, Brad","Representative Ashford, Brad",21533,412642,"H4NE02054","House: 2015-2017",2015,2017,114,2015,2016,"Armed services",106,6,2,25,0,1,2,NA
"353",32,"aspin","le","H","M","WI",1,"D","Aspin, Les","Representative Aspin, Les",13003,NA,NA,"House: 1971-1995",1971,1995,103,1993,1994,"Armed services",106,6,1,1,12,12,2,"Appointed Secretary of Defense"
"354",33,"austria","st","H","M","OH",7,"R","Austria, Steve","Representative Austria, Steve",20940,NA,NA,"House: 2009-2013",2009,2013,111,2009,2010,"Budget",115,30,2,15,0,1,2,NA
"355",33,"austria","st","H","M","OH",7,"R","Austria, Steve","Representative Austria, Steve",20940,NA,NA,"House: 2009-2013",2009,2013,111,2009,2010,"Homeland security",251,45,2,13,0,1,2,NA
"356",33,"austria","st","H","M","OH",7,"R","Austria, Steve","Representative Austria, Steve",20940,NA,NA,"House: 2009-2013",2009,2013,112,2011,2012,"Appropriations",104,31,1,24,0,1,2,"Did not seek reelection"
"357",34,"ayotte","ke","S","F","NH",NA,"R","Ayotte, Kelly","Senator Ayotte, Kelly",41106,412493,"S0NH00235","Senate: 2011-2017",2011,2017,112,2011,2012,"Armed services",308,19,2,8,0,1,2,NA
"358",34,"ayotte","ke","S","F","NH",NA,"R","Ayotte, Kelly","Senator Ayotte, Kelly",41106,412493,"S0NH00235","Senate: 2011-2017",2011,2017,112,2011,2012,"Budget",316,36,7,1,0,1,2,"Replaced Ensign"
"359",34,"ayotte","ke","S","F","NH",NA,"R","Ayotte, Kelly","Senator Ayotte, Kelly",41106,412493,"S0NH00235","Senate: 2011-2017",2011,2017,112,2011,2012,"Commerce, science, and transportation",321,21,2,12,0,1,2,NA
"360",34,"ayotte","ke","S","F","NH",NA,"R","Ayotte, Kelly","Senator Ayotte, Kelly",41106,412493,"S0NH00235","Senate: 2011-2017",2011,2017,112,2011,2012,"Small business and entrepreneurship",384,40,2,6,0,1,2,NA
"361",34,"ayotte","ke","S","F","NH",NA,"R","Ayotte, Kelly","Senator Ayotte, Kelly",41106,412493,"S0NH00235","Senate: 2011-2017",2011,2017,112,2011,2012,"Aging (special committee)",419,37,2,7,0,1,5,NA
"362",34,"ayotte","ke","S","F","NH",NA,"R","Ayotte, Kelly","Senator Ayotte, Kelly",41106,412493,"S0NH00235","Senate: 2011-2017",2011,2017,113,2013,2014,"Armed services",308,19,2,6,0,3,2,NA
"363",34,"ayotte","ke","S","F","NH",NA,"R","Ayotte, Kelly","Senator Ayotte, Kelly",41106,412493,"S0NH00235","Senate: 2011-2017",2011,2017,113,2013,2014,"Budget",316,36,2,9,0,3,2,NA
"364",34,"ayotte","ke","S","F","NH",NA,"R","Ayotte, Kelly","Senator Ayotte, Kelly",41106,412493,"S0NH00235","Senate: 2011-2017",2011,2017,113,2013,2014,"Commerce, science, and transportation",321,21,2,5,0,3,2,NA
"365",34,"ayotte","ke","S","F","NH",NA,"R","Ayotte, Kelly","Senator Ayotte, Kelly",41106,412493,"S0NH00235","Senate: 2011-2017",2011,2017,113,2013,2014,"Homeland security and governmental affairs",344,46,2,7,0,1,2,NA
"366",34,"ayotte","ke","S","F","NH",NA,"R","Ayotte, Kelly","Senator Ayotte, Kelly",41106,412493,"S0NH00235","Senate: 2011-2017",2011,2017,113,2013,2014,"Aging (special committee)",419,37,2,7,0,1,6,NA
"367",34,"ayotte","ke","S","F","NH",NA,"R","Ayotte, Kelly","Senator Ayotte, Kelly",41106,412493,"S0NH00235","Senate: 2011-2017",2011,2017,114,2015,2016,"Armed services",308,19,1,5,0,5,2,NA
"368",34,"ayotte","ke","S","F","NH",NA,"R","Ayotte, Kelly","Senator Ayotte, Kelly",41106,412493,"S0NH00235","Senate: 2011-2017",2011,2017,114,2015,2016,"Budget",316,36,1,9,0,5,2,NA
"369",34,"ayotte","ke","S","F","NH",NA,"R","Ayotte, Kelly","Senator Ayotte, Kelly",41106,412493,"S0NH00235","Senate: 2011-2017",2011,2017,114,2015,2016,"Commerce, science, and transportation",321,21,1,5,0,5,2,NA
"370",34,"ayotte","ke","S","F","NH",NA,"R","Ayotte, Kelly","Senator Ayotte, Kelly",41106,412493,"S0NH00235","Senate: 2011-2017",2011,2017,114,2015,2016,"Homeland security and governmental affairs",344,46,1,6,0,3,2,NA
"371",34,"ayotte","ke","S","F","NH",NA,"R","Ayotte, Kelly","Senator Ayotte, Kelly",41106,412493,"S0NH00235","Senate: 2011-2017",2011,2017,114,2015,2016,"Small business and entrepreneurship",384,40,1,9,0,1,2,NA
"372",35,"babin","br","H","M","TX",36,"R","Babin, Brian","Representative Babin, Brian",21551,412655,"H6TX02079","House: 2015-Present",2015,2018,114,2015,2016,"Science, space, and technology",182,52,1,17,0,1,2,NA
"373",35,"babin","br","H","M","TX",36,"R","Babin, Brian","Representative Babin, Brian",21551,412655,"H6TX02079","House: 2015-Present",2015,2018,114,2015,2016,"Transportation and infrastructure",173,14,1,26,0,1,2,NA
"374",35,"babin","br","H","M","TX",36,"R","Babin, Brian","Representative Babin, Brian",21551,412655,"H6TX02079","House: 2015-Present",2015,2018,115,2017,2018,"Science, space, and technology",182,52,1,11,0,2,2,NA
"375",35,"babin","br","H","M","TX",36,"R","Babin, Brian","Representative Babin, Brian",21551,412655,"H6TX02079","House: 2015-Present",2015,2018,115,2017,2018,"Transportation and infrastructure",173,14,1,21,0,2,2,NA
"376",36,"baca","jo","H","M","CA",43,"D","Baca, Joe","Representative Baca, Joe",29942,400009,"H6CA31142","House: 1999-2013",1999,2013,106,1999,2000,"Agriculture",102,23,5,25,0,1,2,NA
"377",36,"baca","jo","H","M","CA",43,"D","Baca, Joe","Representative Baca, Joe",29942,400009,"H6CA31142","House: 1999-2013",1999,2013,106,1999,2000,"Science",182,2,7,2,0,1,2,NA
"378",36,"baca","jo","H","M","CA",43,"D","Baca, Joe","Representative Baca, Joe",29942,400009,"H6CA31142","House: 1999-2013",1999,2013,107,2001,2002,"Agriculture",102,23,2,19,0,2,2,NA
"379",36,"baca","jo","H","M","CA",43,"D","Baca, Joe","Representative Baca, Joe",29942,400009,"H6CA31142","House: 1999-2013",1999,2013,107,2001,2002,"Science",182,2,2,21,0,2,2,NA
"380",36,"baca","jo","H","M","CA",43,"D","Baca, Joe","Representative Baca, Joe",29942,400009,"H6CA31142","House: 1999-2013",1999,2013,108,2003,2004,"Agriculture",102,23,2,11,0,3,2,NA
"381",36,"baca","jo","H","M","CA",43,"D","Baca, Joe","Representative Baca, Joe",29942,400009,"H6CA31142","House: 1999-2013",1999,2013,108,2003,2004,"Financial services",113,41,2,27,0,1,2,NA
"382",36,"baca","jo","H","M","CA",43,"D","Baca, Joe","Representative Baca, Joe",29942,400009,"H6CA31142","House: 1999-2013",1999,2013,108,2003,2004,"Resources",164,16,5,25,0,1,2,NA
"383",36,"baca","jo","H","M","CA",43,"D","Baca, Joe","Representative Baca, Joe",29942,400009,"H6CA31142","House: 1999-2013",1999,2013,109,2005,2006,"Agriculture",102,23,2,6,0,4,2,NA
"384",36,"baca","jo","H","M","CA",43,"D","Baca, Joe","Representative Baca, Joe",29942,400009,"H6CA31142","House: 1999-2013",1999,2013,109,2005,2006,"Financial services",113,41,2,23,0,2,2,NA
"385",36,"baca","jo","H","M","CA",43,"D","Baca, Joe","Representative Baca, Joe",29942,400009,"H6CA31142","House: 1999-2013",1999,2013,110,2007,2008,"Agriculture",102,23,1,6,0,5,2,NA
"386",36,"baca","jo","H","M","CA",43,"D","Baca, Joe","Representative Baca, Joe",29942,400009,"H6CA31142","House: 1999-2013",1999,2013,110,2007,2008,"Financial services",113,41,1,17,0,3,2,NA
"387",36,"baca","jo","H","M","CA",43,"D","Baca, Joe","Representative Baca, Joe",29942,400009,"H6CA31142","House: 1999-2013",1999,2013,110,2007,2008,"Natural resources",164,49,1,24,0,1,2,NA
"388",36,"baca","jo","H","M","CA",43,"D","Baca, Joe","Representative Baca, Joe",29942,400009,"H6CA31142","House: 1999-2013",1999,2013,111,2009,2010,"Agriculture",102,23,1,5,0,6,2,NA
"389",36,"baca","jo","H","M","CA",43,"D","Baca, Joe","Representative Baca, Joe",29942,400009,"H6CA31142","House: 1999-2013",1999,2013,111,2009,2010,"Financial services",113,41,1,16,0,4,2,NA
"390",36,"baca","jo","H","M","CA",43,"D","Baca, Joe","Representative Baca, Joe",29942,400009,"H6CA31142","House: 1999-2013",1999,2013,111,2009,2010,"Natural resources",164,49,1,23,0,2,4,NA
"391",36,"baca","jo","H","M","CA",43,"D","Baca, Joe","Representative Baca, Joe",29942,400009,"H6CA31142","House: 1999-2013",1999,2013,112,2011,2012,"Agriculture",102,23,2,5,0,7,2,"Defeated for reelection"
"392",36,"baca","jo","H","M","CA",43,"D","Baca, Joe","Representative Baca, Joe",29942,400009,"H6CA31142","House: 1999-2013",1999,2013,112,2011,2012,"Financial services",113,41,2,14,0,5,2,"Defeated for reelection"
"393",37,"bacchus","ji","H","M","FL",15,"D","Bacchus, Jim","Representative Bacchus, Jim",29112,NA,NA,"House: 1991-1995",1991,1995,103,1993,1994,"Banking, finance, and urban affairs",113,NA,1,14,0,2,2,NA
"394",37,"bacchus","ji","H","M","FL",15,"D","Bacchus, Jim","Representative Bacchus, Jim",29112,NA,NA,"House: 1991-1995",1991,1995,103,1993,1994,"Science, space, and technology",182,52,1,15,0,2,2,NA
"395",38,"bachmann","mi","H","F","MN",6,"R","Bachmann, Michele","Representative Bachmann, Michele",20728,412216,"H6MN06074","House: 2007-2015",2007,2015,110,2007,2008,"Financial services",113,41,2,32,0,1,2,NA
"396",38,"bachmann","mi","H","F","MN",6,"R","Bachmann, Michele","Representative Bachmann, Michele",20728,412216,"H6MN06074","House: 2007-2015",2007,2015,111,2009,2010,"Financial services",113,41,2,21,0,2,2,NA
"397",38,"bachmann","mi","H","F","MN",6,"R","Bachmann, Michele","Representative Bachmann, Michele",20728,412216,"H6MN06074","House: 2007-2015",2007,2015,112,2011,2012,"Financial services",113,41,1,16,0,3,2,NA
"398",38,"bachmann","mi","H","F","MN",6,"R","Bachmann, Michele","Representative Bachmann, Michele",20728,412216,"H6MN06074","House: 2007-2015",2007,2015,112,2011,2012,"Intelligence (select)",242,38,1,9,0,1,2,NA
"399",38,"bachmann","mi","H","F","MN",6,"R","Bachmann, Michele","Representative Bachmann, Michele",20728,412216,"H6MN06074","House: 2007-2015",2007,2015,113,2013,2014,"Financial services",113,41,1,12,0,4,2,NA
"400",38,"bachmann","mi","H","F","MN",6,"R","Bachmann, Michele","Representative Bachmann, Michele",20728,412216,"H6MN06074","House: 2007-2015",2007,2015,113,2013,2014,"Intelligence (select)",242,38,1,9,0,2,2,NA
"401",39,"bachus","sp","H","M","AL",6,"R","Bachus, Spencer","Representative Bachus, Spencer",29301,400010,"H2AL06035","House: 1993-2015",1993,2015,103,1993,1994,"Banking, finance, and urban affairs",113,NA,2,17,0,1,2,NA
"402",39,"bachus","sp","H","M","AL",6,"R","Bachus, Spencer","Representative Bachus, Spencer",29301,400010,"H2AL06035","House: 1993-2015",1993,2015,103,1993,1994,"Veterans affairs",192,27,2,11,0,1,2,NA
"403",39,"bachus","sp","H","M","AL",6,"R","Bachus, Spencer","Representative Bachus, Spencer",29301,400010,"H2AL06035","House: 1993-2015",1993,2015,104,1995,1996,"Banking and financial services",113,13,1,8,0,2,2,NA
"404",39,"bachus","sp","H","M","AL",6,"R","Bachus, Spencer","Representative Bachus, Spencer",29301,400010,"H2AL06035","House: 1993-2015",1993,2015,104,1995,1996,"Transportation and infrastructure",173,14,1,24,0,1,2,NA
"405",39,"bachus","sp","H","M","AL",6,"R","Bachus, Spencer","Representative Bachus, Spencer",29301,400010,"H2AL06035","House: 1993-2015",1993,2015,104,1995,1996,"Veterans affairs",192,27,1,9,0,2,2,NA
"406",39,"bachus","sp","H","M","AL",6,"R","Bachus, Spencer","Representative Bachus, Spencer",29301,400010,"H2AL06035","House: 1993-2015",1993,2015,105,1997,1998,"Banking and financial services",113,13,1,7,0,3,2,NA
"407",39,"bachus","sp","H","M","AL",6,"R","Bachus, Spencer","Representative Bachus, Spencer",29301,400010,"H2AL06035","House: 1993-2015",1993,2015,105,1997,1998,"Transportation and infrastructure",173,14,1,18,0,2,2,NA
"408",39,"bachus","sp","H","M","AL",6,"R","Bachus, Spencer","Representative Bachus, Spencer",29301,400010,"H2AL06035","House: 1993-2015",1993,2015,105,1997,1998,"Veterans affairs",192,27,1,8,0,3,2,NA
"409",39,"bachus","sp","H","M","AL",6,"R","Bachus, Spencer","Representative Bachus, Spencer",29301,400010,"H2AL06035","House: 1993-2015",1993,2015,106,1999,2000,"Banking and financial services",113,13,1,7,0,4,2,NA
"410",39,"bachus","sp","H","M","AL",6,"R","Bachus, Spencer","Representative Bachus, Spencer",29301,400010,"H2AL06035","House: 1993-2015",1993,2015,106,1999,2000,"Judiciary",156,10,1,21,0,1,2,NA
"411",39,"bachus","sp","H","M","AL",6,"R","Bachus, Spencer","Representative Bachus, Spencer",29301,400010,"H2AL06035","House: 1993-2015",1993,2015,106,1999,2000,"Transportation and infrastructure",173,14,1,16,0,3,2,NA
"412",39,"bachus","sp","H","M","AL",6,"R","Bachus, Spencer","Representative Bachus, Spencer",29301,400010,"H2AL06035","House: 1993-2015",1993,2015,106,1999,2000,"Veterans affairs",192,27,1,8,0,4,2,"Leaving VA to take position on Judiciary"
"413",39,"bachus","sp","H","M","AL",6,"R","Bachus, Spencer","Representative Bachus, Spencer",29301,400010,"H2AL06035","House: 1993-2015",1993,2015,107,2001,2002,"Financial services",113,41,1,6,0,5,2,NA
"414",39,"bachus","sp","H","M","AL",6,"R","Bachus, Spencer","Representative Bachus, Spencer",29301,400010,"H2AL06035","House: 1993-2015",1993,2015,107,2001,2002,"Judiciary",156,10,1,14,0,2,2,NA
"415",39,"bachus","sp","H","M","AL",6,"R","Bachus, Spencer","Representative Bachus, Spencer",29301,400010,"H2AL06035","House: 1993-2015",1993,2015,107,2001,2002,"Transportation and infrastructure",173,14,1,12,0,4,2,NA
"416",39,"bachus","sp","H","M","AL",6,"R","Bachus, Spencer","Representative Bachus, Spencer",29301,400010,"H2AL06035","House: 1993-2015",1993,2015,108,2003,2004,"Financial services",113,41,1,5,0,6,2,NA
"417",39,"bachus","sp","H","M","AL",6,"R","Bachus, Spencer","Representative Bachus, Spencer",29301,400010,"H2AL06035","House: 1993-2015",1993,2015,108,2003,2004,"Judiciary",156,10,1,10,0,3,2,NA
"418",39,"bachus","sp","H","M","AL",6,"R","Bachus, Spencer","Representative Bachus, Spencer",29301,400010,"H2AL06035","House: 1993-2015",1993,2015,108,2003,2004,"Transportation and infrastructure",173,14,1,11,0,5,2,NA
"419",39,"bachus","sp","H","M","AL",6,"R","Bachus, Spencer","Representative Bachus, Spencer",29301,400010,"H2AL06035","House: 1993-2015",1993,2015,109,2005,2006,"Financial services",113,41,1,5,0,7,2,NA
"420",39,"bachus","sp","H","M","AL",6,"R","Bachus, Spencer","Representative Bachus, Spencer",29301,400010,"H2AL06035","House: 1993-2015",1993,2015,109,2005,2006,"Judiciary",156,10,1,11,0,4,2,"Left committee for no other"
"421",39,"bachus","sp","H","M","AL",6,"R","Bachus, Spencer","Representative Bachus, Spencer",29301,400010,"H2AL06035","House: 1993-2015",1993,2015,109,2005,2006,"Transportation and infrastructure",173,14,1,10,0,6,2,"Left committee for no other"
"422",39,"bachus","sp","H","M","AL",6,"R","Bachus, Spencer","Representative Bachus, Spencer",29301,400010,"H2AL06035","House: 1993-2015",1993,2015,110,2007,2008,"Financial services",113,41,2,1,21,8,2,NA
"423",39,"bachus","sp","H","M","AL",6,"R","Bachus, Spencer","Representative Bachus, Spencer",29301,400010,"H2AL06035","House: 1993-2015",1993,2015,111,2009,2010,"Financial services",113,41,2,1,21,9,2,NA
"424",39,"bachus","sp","H","M","AL",6,"R","Bachus, Spencer","Representative Bachus, Spencer",29301,400010,"H2AL06035","House: 1993-2015",1993,2015,112,2011,2012,"Financial services",113,41,1,1,11,10,2,NA
"425",39,"bachus","sp","H","M","AL",6,"R","Bachus, Spencer","Representative Bachus, Spencer",29301,400010,"H2AL06035","House: 1993-2015",1993,2015,113,2013,2014,"Financial services",113,41,1,2,0,11,2,NA
"426",39,"bachus","sp","H","M","AL",6,"R","Bachus, Spencer","Representative Bachus, Spencer",29301,400010,"H2AL06035","House: 1993-2015",1993,2015,113,2013,2014,"Judiciary",156,10,1,6,0,1,2,NA
"427",40,"bacon","do","H","M","NE",2,"R","Bacon, Donald J. (Don)","Representative Bacon, Don",21701,412713,"H6NE02125","House: 2017-Present",2017,2018,115,2017,2018,"Agriculture",102,23,1,23,0,1,2,NA
"428",40,"bacon","do","H","M","NE",2,"R","Bacon, Donald J. (Don)","Representative Bacon, Don",21701,412713,"H6NE02125","House: 2017-Present",2017,2018,115,2017,2018,"Armed services",106,6,1,32,0,1,2,NA
"429",40,"bacon","do","H","M","NE",2,"R","Bacon, Donald J. (Don)","Representative Bacon, Don",21701,412713,"H6NE02125","House: 2017-Present",2017,2018,115,2017,2018,"Small business",184,25,1,11,0,1,2,NA
"430",41,"baesler","sc","H","M","KY",6,"D","Baesler, Scotty","Representative Baesler, Scotty",29353,401033,NA,"House: 1993-1999",1993,1999,103,1993,1994,"Agriculture",102,23,1,25,0,1,2,NA
